campaign_id,week_start_date,social_post_impression,landing_page_visits,lead_form_submission,campaign_crop,campaign_product,visit_rate,lead_rate
CMP_RABI25_003,2025-11-17,47056,1129,87,chickpea,Actara 25 WG,0.02399268956137368,0.07705934455270151
CMP_RABI25_003,2025-11-24,61761,1466,111,chickpea,Actara 25 WG,0.023736662294975792,0.07571623465211459
CMP_RABI25_003,2025-12-01,18540,463,18,chickpea,Actara 25 WG,0.024973031283710895,0.038876889848812095
CMP_RABI25_003,2025-12-08,14613,256,15,chickpea,Actara 25 WG,0.01751864777937453,0.05859375
CMP_RABI25_003,2025-12-15,45308,982,42,chickpea,Actara 25 WG,0.021673876578087756,0.04276985743380855
CMP_RABI25_003,2025-12-22,41881,1131,79,chickpea,Actara 25 WG,0.02700508583844703,0.06984969053934571
CMP_RABI25_003,2025-12-29,45120,593,32,chickpea,Actara 25 WG,0.0131427304964539,0.05396290050590219
CMP_RABI25_003,2026-01-05,63232,833,67,chickpea,Actara 25 WG,0.01317370951417004,0.08043217286914765
CMP_RABI25_003,2026-01-12,52066,890,62,chickpea,Actara 25 WG,0.01709368877962586,0.0696629213483146
CMP_RABI25_003,2026-01-19,52204,1324,102,chickpea,Actara 25 WG,0.025362041222894798,0.0770392749244713
CMP_RABI25_003,2026-01-26,34375,380,25,chickpea,Actara 25 WG,0.011054545454545454,0.06578947368421052
CMP_RABI25_003,2026-02-02,45200,960,88,chickpea,Actara 25 WG,0.021238938053097345,0.09166666666666666
CMP_RABI25_003,2026-02-09,71054,1477,64,chickpea,Actara 25 WG,0.02078700706504912,0.043331076506431955
CMP_RABI25_003,2026-02-16,16595,214,11,chickpea,Actara 25 WG,0.012895450436878578,0.0514018691588785
CMP_RABI25_003,2026-02-23,31186,634,40,chickpea,Actara 25 WG,0.020329635092669787,0.06309148264984227
CMP_RABI25_003,2026-03-02,43203,432,20,chickpea,Actara 25 WG,0.009999305603777516,0.046296296296296294
CMP_RABI25_003,2026-03-09,33514,839,58,chickpea,Actara 25 WG,0.025034314018022318,0.06912991656734208
CMP_RABI25_003,2026-03-16,25619,698,57,chickpea,Actara 25 WG,0.027245403801865804,0.08166189111747851
CMP_RABI25_003,2026-03-23,16374,271,10,chickpea,Actara 25 WG,0.016550629046048614,0.03690036900369004
CMP_RABI25_003,2026-03-30,18148,276,16,chickpea,Actara 25 WG,0.01520828741459114,0.057971014492753624
CMP_RABI25_004,2025-10-06,47714,1124,93,potato,Kavach 75 WP,0.023557027287588548,0.08274021352313167
CMP_RABI25_004,2025-10-13,39862,536,25,potato,Kavach 75 WP,0.013446390045657518,0.04664179104477612
CMP_RABI25_004,2025-10-20,24231,325,16,potato,Kavach 75 WP,0.01341257067393009,0.04923076923076923
CMP_RABI25_004,2025-10-27,30073,450,38,potato,Kavach 75 WP,0.014963588601070728,0.08444444444444445
CMP_RABI25_004,2025-11-03,22012,506,36,potato,Kavach 75 WP,0.022987461384699256,0.07114624505928854
CMP_RABI25_004,2025-11-10,11386,198,10,potato,Kavach 75 WP,0.017389776919023364,0.050505050505050504
CMP_RABI25_004,2025-11-17,33634,912,68,potato,Kavach 75 WP,0.02711541892132961,0.07456140350877193
CMP_RABI25_004,2025-11-24,17189,303,26,potato,Kavach 75 WP,0.017627552504508696,0.0858085808580858
CMP_RABI25_004,2025-12-01,32958,480,27,potato,Kavach 75 WP,0.014563990533406153,0.05625
CMP_RABI25_004,2025-12-08,45411,608,37,potato,Kavach 75 WP,0.01338882649578296,0.06085526315789474
CMP_RABI25_004,2025-12-15,20507,360,31,potato,Kavach 75 WP,0.017554981225922854,0.08611111111111111
CMP_RABI25_004,2025-12-22,29986,464,31,potato,Kavach 75 WP,0.015473887814313346,0.0668103448275862
CMP_RABI25_004,2025-12-29,52065,1456,130,potato,Kavach 75 WP,0.027965043695380776,0.08928571428571429
CMP_RABI25_004,2026-01-05,30315,599,28,potato,Kavach 75 WP,0.019759195117928417,0.04674457429048414
CMP_RABI25_004,2026-01-12,34221,683,49,potato,Kavach 75 WP,0.01995850501154262,0.07174231332357248
CMP_RABI25_004,2026-01-19,18431,457,31,potato,Kavach 75 WP,0.02479518203027508,0.06783369803063458
CMP_RABI25_004,2026-01-26,42136,598,48,potato,Kavach 75 WP,0.014192139737991267,0.0802675585284281
CMP_RABI25_004,2026-02-02,35732,505,42,potato,Kavach 75 WP,0.014132990036941677,0.08316831683168317
CMP_RABI25_004,2026-02-09,56247,1071,99,potato,Kavach 75 WP,0.019041015520827778,0.09243697478991597
CMP_RABI25_004,2026-02-16,44913,993,81,potato,Kavach 75 WP,0.022109411528955982,0.08157099697885196
CMP_RABI25_004,2026-02-23,39322,1080,100,potato,Kavach 75 WP,0.02746554091856976,0.09259259259259259
CMP_RABI25_004,2026-03-02,24949,669,29,potato,Kavach 75 WP,0.02681470199206381,0.043348281016442454
CMP_RABI25_004,2026-03-09,22505,424,24,potato,Kavach 75 WP,0.018840257720506553,0.05660377358490566
CMP_RABI25_004,2026-03-16,43258,1082,54,potato,Kavach 75 WP,0.025012714411207174,0.04990757855822551
CMP_RABI25_004,2026-03-23,48313,936,47,potato,Kavach 75 WP,0.019373667542897356,0.050213675213675216
CMP_RABI25_004,2026-03-30,18365,246,19,potato,Kavach 75 WP,0.013395044922406752,0.07723577235772358
